0	id2	id3	genre	()	()	()	()	Perfect your new fashion style like Pixie Lott by choosing from an array of products via our online fashion shop ... The RAF had recently relaxed its policy on recruiting blacks and in 1941 Grant became one of the first to join from the British colonies .	Perfect your new fashion style like Pixie Lott by choosing from an array of products via our online fashion shop ... The RAF had recently relaxed its policy on recruiting blacks and before 1942 Grant became one of the first to join from the British colonies .	entailment	entailment	entailment	entailment	entailment	entailment
1	id2	id3	genre	()	()	()	()	Perfect your new fashion style like Pixie Lott by choosing from an array of products via our online fashion shop ... The RAF had recently relaxed its policy on recruiting blacks and in 1941 Grant became one of the first to join from the British colonies .	Perfect your new fashion style like Pixie Lott by choosing from an array of products via our online fashion shop ... The RAF had recently relaxed its policy on recruiting blacks and after 1941 Grant became one of the first to join from the British colonies .	contradiction	contradiction	contradiction	contradiction	contradiction	contradiction
2	id2	id3	genre	()	()	()	()	Scotland hooker Ross Ford admits discipline let the Scots down in the second half of Saturday 's 14-10 Test defeat against world champions South Africa at Murrayfield .	Scotland hooker Ross Ford admits discipline let the Scots down after the second half of Saturday 's 14-10 Test defeat against world champions South Africa at Murrayfield .	contradiction	contradiction	contradiction	contradiction	contradiction	contradiction
3	id2	id3	genre	()	()	()	()	David Vladeck , director of the FTC 's bureau of consumer protection , said such schemes weren ' t new but were taking advantage of the increasing number of people who were unemployed or working fewer hours because of the recession , the worst downturn since the 1930s . ''	David Vladeck , director of the FTC 's bureau of consumer protection , said such schemes weren ' t new but were taking advantage of the increasing number of people who were unemployed or working fewer hours because of the recession , the worst downturn before the 1930s . ''	contradiction	contradiction	contradiction	contradiction	contradiction	contradiction
4	id2	id3	genre	()	()	()	()	We are hoping that in 2010 that combat troops will withdraw from Iraq , '' spokesman Ali al-Dabbagh said after Obama met with Prime Minister Nouri al-Maliki -- who has struggled for days to clarify Iraq 's position on a possible timetable for a U.S. troop pullout .	We are hoping that before 2011 that combat troops will withdraw from Iraq , '' spokesman Ali al-Dabbagh said after Obama met with Prime Minister Nouri al-Maliki -- who has struggled for days to clarify Iraq 's position on a possible timetable for a U.S. troop pullout .	entailment	entailment	entailment	entailment	entailment	entailment
5	id2	id3	genre	()	()	()	()	We are hoping that in 2010 that combat troops will withdraw from Iraq , '' spokesman Ali al-Dabbagh said after Obama met with Prime Minister Nouri al-Maliki -- who has struggled for days to clarify Iraq 's position on a possible timetable for a U.S. troop pullout .	We are hoping that after 2010 that combat troops will withdraw from Iraq , '' spokesman Ali al-Dabbagh said after Obama met with Prime Minister Nouri al-Maliki -- who has struggled for days to clarify Iraq 's position on a possible timetable for a U.S. troop pullout .	contradiction	contradiction	contradiction	contradiction	contradiction	contradiction
6	id2	id3	genre	()	()	()	()	A year later , it opened a second site , the Nordic Heritage Center , 56 miles away in Presque Isle .	A year before , it opened a second site , the Nordic Heritage Center , 56 miles away in Presque Isle .	contradiction	contradiction	contradiction	contradiction	contradiction	contradiction
7	id2	id3	genre	()	()	()	()	He identified EU entry as a top priority and introduced reforms which paved the way for the opening of membership talks in October 2005 .	He identified EU entry as a top priority and introduced reforms which paved the way for the opening of membership talks before november 2005 .	entailment	entailment	entailment	entailment	entailment	entailment
8	id2	id3	genre	()	()	()	()	He identified EU entry as a top priority and introduced reforms which paved the way for the opening of membership talks in October 2005 .	He identified EU entry as a top priority and introduced reforms which paved the way for the opening of membership talks after October 2005 .	contradiction	contradiction	contradiction	contradiction	contradiction	contradiction
9	id2	id3	genre	()	()	()	()	Mr. George , who is not related to Ms. George , collected affidavits from the three jurors who believe the verdict was racially biased , submitting them to the court in December 2006 along with a request for a new trial .	Mr. George , who is not related to Ms. George , collected affidavits from the three jurors who believe the verdict was racially biased , submitting them to the court before january 2006 along with a request for a new trial .	entailment	entailment	entailment	entailment	entailment	entailment
10	id2	id3	genre	()	()	()	()	Mr. George , who is not related to Ms. George , collected affidavits from the three jurors who believe the verdict was racially biased , submitting them to the court in December 2006 along with a request for a new trial .	Mr. George , who is not related to Ms. George , collected affidavits from the three jurors who believe the verdict was racially biased , submitting them to the court after December 2006 along with a request for a new trial .	contradiction	contradiction	contradiction	contradiction	contradiction	contradiction
11	id2	id3	genre	()	()	()	()	As in the 1930s , a trade collapse is leading to smaller imbalances .	As after the 1930s , a trade collapse is leading to smaller imbalances .	contradiction	contradiction	contradiction	contradiction	contradiction	contradiction
12	id2	id3	genre	()	()	()	()	That was down from an eight-year high of 6.6 % in June .	That was down from an eight-year high of 6.6 % before july .	entailment	entailment	entailment	entailment	entailment	entailment
13	id2	id3	genre	()	()	()	()	That was down from an eight-year high of 6.6 % in June .	That was down from an eight-year high of 6.6 % after June .	contradiction	contradiction	contradiction	contradiction	contradiction	contradiction
14	id2	id3	genre	()	()	()	()	When a candidate emerged in 1980 to tap into the strength of this movement , they were ready to go .	When a candidate emerged before 1981 to tap into the strength of this movement , they were ready to go .	entailment	entailment	entailment	entailment	entailment	entailment
15	id2	id3	genre	()	()	()	()	When a candidate emerged in 1980 to tap into the strength of this movement , they were ready to go .	When a candidate emerged after 1980 to tap into the strength of this movement , they were ready to go .	contradiction	contradiction	contradiction	contradiction	contradiction	contradiction
16	id2	id3	genre	()	()	()	()	Church officials condemned The Da Vinci Code on its release in 2006 , calling it '' an offence against God '' because it was based on the premise that Jesus married and fathered children .	Church officials condemned The Da Vinci Code on its release before 2007 , calling it '' an offence against God '' because it was based on the premise that Jesus married and fathered children .	entailment	entailment	entailment	entailment	entailment	entailment
17	id2	id3	genre	()	()	()	()	Church officials condemned The Da Vinci Code on its release in 2006 , calling it '' an offence against God '' because it was based on the premise that Jesus married and fathered children .	Church officials condemned The Da Vinci Code on its release after 2006 , calling it '' an offence against God '' because it was based on the premise that Jesus married and fathered children .	contradiction	contradiction	contradiction	contradiction	contradiction	contradiction
18	id2	id3	genre	()	()	()	()	Economic development has been slower to reach far-flung regions like Tibet , where simmering ethnic tensions boiled over in March .	Economic development has been slower to reach far-flung regions like Tibet , where simmering ethnic tensions boiled over before april .	entailment	entailment	entailment	entailment	entailment	entailment
19	id2	id3	genre	()	()	()	()	Economic development has been slower to reach far-flung regions like Tibet , where simmering ethnic tensions boiled over in March .	Economic development has been slower to reach far-flung regions like Tibet , where simmering ethnic tensions boiled over after March .	contradiction	contradiction	contradiction	contradiction	contradiction	contradiction
20	id2	id3	genre	()	()	()	()	Forty-eight percent of Clinton supporters said they would back Obama in November .	Forty-eight percent of Clinton supporters said they would back Obama before december .	entailment	entailment	entailment	entailment	entailment	entailment
21	id2	id3	genre	()	()	()	()	Forty-eight percent of Clinton supporters said they would back Obama in November .	Forty-eight percent of Clinton supporters said they would back Obama after November .	contradiction	contradiction	contradiction	contradiction	contradiction	contradiction
